HGNC.symbol,MGI.symbol,HGNC.symbol,Chromosome.scaffold.name,Gene.start..bp.
CDRT4,Cdrt4,CDRT4,11,62951193
CDR2L,Cdr2l,CDR2L,11,115381916
CDR2,Cdr2,CDR2,7,120957036
CDR1,Cdr1,CDR1,X,61184005
CDPF1,Cdpf1,CDPF1,15,85806972
CDON,Cdon,CDON,9,35421128
CDO1,Cdo1,CDO1,18,46713193
CDNF,Cdnf,CDNF,2,3513030
CDKN3,Cdkn3,CDKN3,14,46760541
CDKN2D,Cdkn2d,CDKN2D,9,21288410
CDKN2C,Cdkn2c,CDKN2C,4,109660876
CDKN2B,Cdkn2b,CDKN2B,4,89306299
CDKN2AIPNL,Cdkn2aipnl,CDKN2AIPNL,11,51967661
CDKN2AIP,Cdkn2aip,CDKN2AIP,8,47709344
CDKN1C,Cdkn1c,CDKN1C,7,143458339
CDKN1B,Cdkn1b,CDKN1B,6,134920401
CDKN1A,Cdkn1a,CDKN1A,17,29090976
CDKL5,Cdkl5,CDKL5,X,160771923
CDKL4,Cdkl4,CDKL4,17,80523550
CDKL3,Cdkl3,CDKL3,11,52004221
CDKL2,Cdkl2,CDKL2,5,92006074
CDKL1,Cdkl1,CDKL1,12,69746848
CDKAL1,Cdkal1,CDKAL1,13,29191746
CDK9,Cdk9,CDK9,2,32705784
CDK8,Cdk8,CDK8,5,146231230
CDK7,Cdk7,CDK7,13,100702631
CDK6,Cdk6,CDK6,5,3341485
CDK5RAP3,Cdk5rap3,CDK5RAP3,11,96907426
CDK5RAP2,Cdk5rap2,CDK5RAP2,4,70216856
CDK5RAP1,Cdk5rap1,CDK5RAP1,2,154335380
CDK5R2,Cdk5r2,CDK5R2,1,74854934
CDK5R1,Cdk5r1,CDK5R1,11,80477023
CDK5,Cdk5,CDK5,5,24418241
CDK4,Cdk4,CDK4,10,127063534
CDK3,Cdk3-ps,CDK3,11,116216003
CDK2AP2,Cdk2ap2,CDK2AP2,19,4097182
CDK2AP1,Cdk2ap1,CDK2AP1,5,124345417
CDK20,Cdk20,CDK20,13,64432314
CDK2,Cdk2,CDK2,10,128697939
CDK19,Cdk19,CDK19,10,40339564
CDK18,Cdk18,CDK18,1,132112237
CDK17,Cdk17,CDK17,10,93160875
CDK16,Cdk16,CDK16,X,20687954
CDK15,Cdk15,CDK15,1,59256906
CDK14,Cdk14,CDK14,5,4803391
CDK13,Cdk13,CDK13,13,17710315
CDK12,Cdk12,CDK12,11,98203059
CDK11B,Cdk11b,CDK11B,4,155624854
CDK11A,Cdk11b,CDK11A,4,155624854
CDK10,Cdk10,CDK10,8,123224842
CDK1,Cdk1,CDK1,10,69335146
CDIPT,Cdipt,CDIPT,7,126975914
CDIP1,Cdip1,CDIP1,16,4750348
CDHR5,Cdhr5,CDHR5,7,141269083
CDHR4,Cdhr4,CDHR4,9,107992497
CDHR3,Cdhr3,CDHR3,12,33033796
CDHR2,Cdhr2,CDHR2,13,54701461
CDHR1,Cdhr1,CDHR1,14,37077857
CDH9,Cdh9,CDH9,15,16728756
CDH8,Cdh8,CDH8,8,99024471
CDH7,Cdh7,CDH7,1,109982431
CDH6,Cdh6,CDH6,15,13028701
CDH5,Cdh5,CDH5,8,104101625
CDH4,Cdh4,CDH4,2,179442431
CDH3,Cdh3,CDH3,8,106510891
CDH26,Cdh26,CDH26,2,178430531
CDH24,Cdh24,CDH24,14,54631231
CDH23,Cdh23,CDH23,10,60302748
CDH22,Cdh22,CDH22,2,165111507
CDH20,Cdh20,CDH20,1,104768529
CDH2,Cdh2,CDH2,18,16588877
CDH19,Cdh19,CDH19,1,110888326
CDH18,Cdh18,CDH18,15,22549022
CDH17,Cdh17,CDH17,4,11758147
CDH16,Cdh16,CDH16,8,104601911
CDH15,Cdh15,CDH15,8,122847966
CDH13,Cdh13,CDH13,8,118283733
CDH12,Cdh12,CDH12,15,20449265
CDH11,Cdh11,CDH11,8,102632095
CDH10,Cdh10,CDH10,15,18818947
CDH1,Cdh1,CDH1,8,106603351
CDCP2,Cdcp2,CDCP2,4,107096891
CDCP1,Cdcp1,CDCP1,9,123170824
CDCA8,Cdca8,CDCA8,4,124918465
CDCA7L,Cdca7l,CDCA7L,12,117804289
CDCA7,Cdca7,CDCA7,2,72476159
CDCA5,Cdca5,CDCA5,19,6084983
CDCA4,Cdca4,CDCA4,12,112820229
CDCA3,Cdca3,CDCA3,6,124829547
CDCA2,Cdca2,CDCA2,14,67676331
CDC73,Cdc73,CDC73,1,143598800
CDC7,Cdc7,CDC7,5,106964322
CDC6,Cdc6,CDC6,11,98907801
CDC5L,Cdc5l,CDC5L,17,45391884
CDC45,Cdc45,CDC45,16,18780447
CDC42SE2,Cdc42se2,CDC42SE2,11,54717456
CDC42SE1,Cdc42se1,CDC42SE1,3,95228732
CDC42EP5,Cdc42ep5,CDC42EP5,7,4151260
CDC42EP4,Cdc42ep4,CDC42EP4,11,113726850
CDC42EP3,Cdc42ep3,CDC42EP3,17,79333727
CDC42EP2,Cdc42ep2,CDC42EP2,19,5917556
CDC42EP1,Cdc42ep1,CDC42EP1,15,78842624
CDC42BPG,Cdc42bpg,CDC42BPG,19,6306456
CDC42BPB,Cdc42bpb,CDC42BPB,12,111292976
CDC42BPA,Cdc42bpa,CDC42BPA,1,179960472
CDC40,Cdc40,CDC40,10,40831621
CDC37L1,Cdc37l1,CDC37L1,19,28990352
CDC37,Cdc37,CDC37,9,21133222
CDC34,Cdc34b,CDC34,11,94741782
CDC34,Cdc34,CDC34,10,79682195
CDC27,Cdc27,CDC27,11,104502745
CDC26,Cdc26,CDC26,4,62383654
CDC25C,Cdc25c,CDC25C,18,34732997
CDC25B,Cdc25b,CDC25B,2,131186949
CDC25A,Cdc25a,CDC25A,9,109875579
CDC23,Cdc23,CDC23,18,34630951
CDC20B,Cdc20b,CDC20B,13,113035111
CDC20,Cdc20,CDC20,4,118432901
CDC16,Cdc16,CDC16,8,13757676
CDC14A,Cdc14a,CDC14A,3,116272553
CDC123,Cdc123,CDC123,2,5794294
CDAN1,Cdan1,CDAN1,2,120716154
CDADC1,Cdadc1,CDADC1,14,59559388
CDA,Cda,CDA,4,138338424
CD99L2,Cd99l2,CD99L2,X,71420060
CD96,Cd96,CD96,16,46035657
CD93,Cd93,CD93,2,148436640
CD9,Cd9,CD9,6,125460266
CD8B,Cd8b1,CD8B,6,71322788
CD8A,Cd8a,CD8A,6,71373427
CD86,Cd86,CD86,16,36603869
CD84,Cd84,CD84,1,171839697
CD83,Cd83,CD83,13,43784775
CD82,Cd82,CD82,2,93419111
CD81,Cd81,CD81,7,143052739
CD80,Cd80,CD80,16,38455561
CD79B,Cd79b,CD79B,11,106311341
CD79A,Cd79a,CD79A,7,24897381
CD74,Cd74,CD74,18,60803848
CD72,Cd72,CD72,4,43446462
CD70,Cd70,CD70,17,57145997
CD7,Cd7,CD7,11,121036747
CD69,Cd69,CD69,6,129267325
CD63,Cd63,CD63,10,128900989
CD6,Cd6,CD6,19,10789341
CD5L,Cd5l,CD5L,3,87357881
CD59,Cd59b,CD59,2,104069849
CD59,Cd59a,CD59,2,104095801
CD55,Cd55b,CD55,1,130388537
CD55,Cd55,CD55,1,130439027
CD53,Cd53,CD53,3,106759921
CD52,Cd52,CD52,4,134082448
CD5,Cd5,CD5,19,10718143
CD48,Cd48,CD48,1,171682009
CD47,Cd47,CD47,16,49800533
CD46,Cd46,CD46,1,195036826
CD44,Cd44,CD44,2,102811141
CD40LG,Cd40lg,CD40LG,X,57212143
CD40,Cd40,CD40,2,165055627
CD4,Cd4,CD4,6,124864692
CD3G,Cd3g,CD3G,9,44969572
CD3EAP,Cd3eap,CD3EAP,7,19356014
CD3E,Cd3e,CD3E,9,44998740
CD3D,Cd3d,CD3D,9,44981786
CD38,Cd38,CD38,5,43868553
CD37,Cd37,CD37,7,45233632
CD36,Cd36,CD36,5,17781690
CD34,Cd34,CD34,1,194938819
CD33,Cd33,CD33,7,43524216
SIGLEC6,Cd33,SIGLEC6,7,43524216
CD320,Cd320,CD320,17,33843091
CD302,Cd302,CD302,2,60251993
CD300LG,Cd300lg,CD300LG,11,102041509
CD300LF,Cd300lf,CD300LF,11,115116214
CD300LF,Cd300ld5,CD300LF,11,115031486
CD300LF,Cd300ld4,CD300LF,11,115020728
CD300LF,Cd300ld3,CD300LF,11,115042131
CD300LF,Cd300ld2,CD300LF,11,115010335
CD300LF,Cd300ld,CD300LF,11,114982274
CD300LB,Cd300lb,CD300LB,11,114922781
CD300E,Cd300e,CD300E,11,115051917
CD300C,Cd300c2,CD300C,11,114996721
CD300C,Cd300c,CD300C,11,114956116
CD300A,Cd300a,CD300A,11,114890041
CD300LD,Cd300a,CD300LD,11,114890041
CD2BP2,Cd2bp2,CD2BP2,7,127191660
CD2AP,Cd2ap,CD2AP,17,42792951
CD28,Cd28,CD28,1,60716800
CD276,Cd276,CD276,9,58524298
CD274,Cd274,CD274,19,29367455
CD27,Cd27,CD27,6,125232622
CD248,Cd248,CD248,19,5068078
CD247,Cd247,CD247,1,165788681
CD244,Cd244a,CD244,1,171559193
CD226,Cd226,CD226,18,89197431
CD22,Cd22,CD22,7,30865402
CLEC4M,Cd209g,CLEC4M,8,4134098
CLEC4M,Cd209f,CLEC4M,8,4102787
CD209,Cd209e,CD209,8,3847965
CD209,Cd209d,CD209,8,3871824
CD209,Cd209c,CD209,8,3940222
CD209,Cd209b,CD209,8,3917655
CD209,Cd209a,CD209,8,3743397
CD207,Cd207,CD207,6,83671215
CD200R1L,Cd200r4,CD200R1L,16,44811733
CD200R1,Cd200r4,CD200R1,16,44811733
CD200R1L,Cd200r3,CD200R1L,16,44943678
CD200R1,Cd200r3,CD200R1,16,44943678
CD200R1L,Cd200r2,CD200R1L,16,44867097
CD200R1,Cd200r2,CD200R1,16,44867097
CD200R1L,Cd200r1,CD200R1L,16,44765736
CD200R1,Cd200r1,CD200R1,16,44765736
CD200,Cd200,CD200,16,45382135
CD2,Cd2,CD2,3,101275899
CD1D,Cd1d2,CD1D,3,86986551
CD1D,Cd1d1,CD1D,3,86995834
CD19,Cd19,CD19,7,126408450
CD180,Cd180,CD180,13,102693558
CD177,Cd177,CD177,7,24743983
CD164L2,Cd164l2,CD164L2,4,133212131
CD164,Cd164,CD164,10,41519414
CD163,Cd163,CD163,6,124304656
CD160,Cd160,CD160,3,96798763
CD151,Cd151,CD151,7,141467392
CD14,Cd14,CD14,18,36725074
CD109,Cd109,CD109,9,78615546
CD101,Cd101,CD101,3,100993529
CCZ1,Ccz1,CCZ1,5,143987909
CCZ1B,Ccz1,CCZ1B,5,143987909
CCT8L2,Cct8l1,CCT8L2,5,25516067
CCT8,Cct8,CCT8,16,87483326
CCT7,Cct7,CCT7,6,85451514
CCT6B,Cct6b,CCT6B,11,82719250
CCT5,Cct5,CCT5,15,31590800
CCT4,Cct4,CCT4,11,22990519
CCT3,Cct3,CCT3,3,88297116
CCT2,Cct2,CCT2,10,117051001
CCSER2,Ccser2,CCSER2,14,36874936
CCSER1,Ccser1,CCSER1,6,61180324
CCSAP,Ccsap,CCSAP,8,123840831
CCS,Ccs,CCS,19,4825366
CCRL2,Ccrl2,CCRL2,9,111054486
CCR9,Ccr9,CCR9,9,123678439
CCR8,Ccr8,CCR8,9,120092114
CCR7,Ccr7,CCR7,11,99144196
CCR6,Ccr6,CCR6,17,8236043
CCR5,Ccr5,CCR5,9,124121543
CCR4,Ccr4,CCR4,9,114490316
CCR3,Ccr3,CCR3,9,124021972
CCR2,Ccr2,CCR2,9,124101950
CCR1,Ccr1l1,CCR1,9,123977243
CCR10,Ccr10,CCR10,11,101172997
CCR1,Ccr1,CCR1,9,123962124
C15orf65,Ccpg1os,C15orf65,9,72979722
CCPG1,Ccpg1,CCPG1,9,72985429
CCP110,Ccp110,CCP110,7,118712552
CCNY,Ccny,CCNY,18,9312304
CCNT2,Ccnt2,CCNT2,1,127774164
CCNT1,Ccnt1,CCNT1,15,98538689
CCNO,Ccno,CCNO,13,112987802
CCNL2,Ccnl2,CCNL2,4,155812489
CCNL1,Ccnl1,CCNL1,3,65946151
CCNK,Ccnk,CCNK,12,108179579
CCNJL,Ccnjl,CCNJL,11,43528784
CCNJ,Ccnj,CCNJ,19,40831279
CCNI,Ccni,CCNI,5,93181933
CCNH,Ccnh,CCNH,13,85189408
CCNG2,Ccng2,CCNG2,5,93267257
CCNG1,Ccng1,CCNG1,11,40748552
CCNF,Ccnf,CCNF,17,24222198
CCNE2,Ccne2,CCNE2,4,11191351
CCNE1,Ccne1,CCNE1,7,38097984
CCNDBP1,Ccndbp1,CCNDBP1,2,121008403
CCND3,Ccnd3,CCND3,17,47505051
CCND2,Ccnd2,CCND2,6,127125162
CCND1,Ccnd1,CCND1,7,144929931
CCNC,Ccnc,CCNC,4,21727701
CCNB3,Ccnb3,CCNB3,X,6979652
CCNB2,Ccnb2,CCNB2,9,70407692
CCNB1IP1,Ccnb1ip1,CCNB1IP1,14,50789248
CCNB1,Ccnb1,CCNB1,13,100778650
CCNA2,Ccna2,CCNA2,3,36564865
CCNA1,Ccna1,CCNA1,3,55045469
CCM2L,Ccm2l,CCM2L,2,153065955
CCM2,Ccm2,CCM2,11,6546887
CCL8,Ccl8,CCL8,11,82115185
CCL7,Ccl7,CCL7,11,82045712
CCL28,Ccl28,CCL28,13,119623819
CCL27,Ccl27b,CCL27,4,42655251
CCL27,Ccl27a,CCL27,4,41769467
CCL27,Ccl27,CCL27,JH584293.1,16864
CCL27,Ccl27,CCL27,JH584294.1,2012
CCL24,Ccl24,CCL24,5,135569937
CCL22,Ccl22,CCL22,8,94745590
CCL21,Ccl21c,CCL21,GL456350.1,211325
CCL21,Ccl21c,CCL21,JH584293.1,60162
CCL21,Ccl21c,CCL21,GL456350.1,394
CCL21,Ccl21b,CCL21,GL456350.1,211325
CCL21,Ccl21b,CCL21,JH584293.1,60162
CCL21,Ccl21b,CCL21,GL456350.1,394
CCL21,Ccl21b,CCL21,4,42255767
CCL21,Ccl21a,CCL21,4,42772860
CCL21,Ccl21a,CCL21,JH584294.1,121048
CCL20,Ccl20,CCL20,1,83116766
CCL2,Ccl2,CCL2,11,82035571
CCL19,Ccl19,CCL19,4,42754525
CCL19,Ccl19,CCL19,JH584294.1,102539
CCL17,Ccl17,CCL17,8,94810453
CCL8,Ccl12,CCL8,11,82101845
CCL11,Ccl11,CCL11,11,82057823
CCKBR,Cckbr,CCKBR,7,105425731
CCKAR,Cckar,CCKAR,5,53697776
CCK,Cck,CCK,9,121489824
CCIN,Ccin,CCIN,4,43983483
CCHCR1,Cchcr1,CCHCR1,17,35517100
CCER2,Ccer2,CCER2,7,28756174
CCER1,Ccer1,CCER1,10,97693059
CCDC97,Ccdc97,CCDC97,7,25711106
CCDC93,Ccdc93,CCDC93,1,121431049
CCDC92,Ccdc92,CCDC92,5,124834418
CCDC91,Ccdc91,CCDC91,6,147475828
CCDC90B,Ccdc90b,CCDC90B,7,92561149
CCDC9,Ccdc9,CCDC9,7,16274042
CCDC89,Ccdc89,CCDC89,7,90426577
CCDC88C,Ccdc88c,CCDC88C,12,100911523
CCDC88B,Ccdc88b,CCDC88B,19,6844623
CCDC88A,Ccdc88a,CCDC88A,11,29373658
CCDC87,Ccdc87,CCDC87,19,4839366
CCDC86,Ccdc86,CCDC86,19,10941481
CCDC85C,Ccdc85c,CCDC85C,12,108203602
CCDC85B,Ccdc85b,CCDC85B,19,5456789
CCDC85A,Ccdc85a,CCDC85A,11,28385685
CCDC84,Ccdc84,CCDC84,9,44410159
CCDC83,Ccdc83,CCDC83,7,90223873
CCDC82,Ccdc82,CCDC82,9,13246955
CCDC81,Ccdc81,CCDC81,7,89866148
CCDC80,Ccdc80,CCDC80,16,45093402
CCDC8,Ccdc8,CCDC8,7,16992708
CCDC7,Ccdc7b,CCDC7,8,129067134
CCDC7,Ccdc7a,CCDC7,8,128734235
CCDC78,Ccdc78,CCDC78,17,25786580
CCDC77,Ccdc77,CCDC77,6,120324323
CCDC74A,Ccdc74a,CCDC74A,16,17646470
CCDC74B,Ccdc74a,CCDC74B,16,17646470
CCDC73,Ccdc73,CCDC73,2,104867805
CCDC71L,Ccdc71l,CCDC71L,12,32378704
CCDC71,Ccdc71,CCDC71,9,108460527
CCDC70,Ccdc70,CCDC70,8,21969775
CCDC69,Ccdc69,CCDC69,11,55049731
CCDC68,Ccdc68,CCDC68,18,69925426
CCDC66,Ccdc66,CCDC66,14,27481090
CCDC65,Ccdc65,CCDC65,15,98708207
CCDC62,Ccdc62,CCDC62,5,123930679
CCDC61,Ccdc61,CCDC61,7,18890883
CCDC60,Ccdc60,CCDC60,5,116124641
CCDC6,Ccdc6,CCDC6,10,70097121
CCDC59,Ccdc59,CCDC59,10,105841067
CCDC58,Ccdc58,CCDC58,16,36071685
CCDC57,Ccdc57,CCDC57,11,120826529
CCDC54,Ccdc54,CCDC54,16,50589857
CCDC51,Ccdc51,CCDC51,9,109082493
CCDC50,Ccdc50,CCDC50,16,27388869
CCDC47,Ccdc47,CCDC47,11,106197408
CCDC43,Ccdc43,CCDC43,11,102684686
CCDC42,Ccdc42,CCDC42,11,68587021
CCDC40,Ccdc40,CCDC40,11,119228572
CCDC39,Ccdc39,CCDC39,3,33812362
CCDC38,Ccdc38,CCDC38,10,93540632
CCDC36,Ccdc36,CCDC36,9,108403611
CCDC34,Ccdc34,CCDC34,2,110017817
CCDC33,Ccdc33,CCDC33,9,58028677
CCDC32,Ccdc32,CCDC32,2,119017779
CCDC30,Ccdc30,CCDC30,4,119322893
CCDC3,Ccdc3,CCDC3,2,5137776
CCDC28B,Ccdc28b,CCDC28B,4,129619274
CCDC28A,Ccdc28a,CCDC28A,10,18213676
CCDC27,Ccdc27,CCDC27,4,154026639
CCDC25,Ccdc25,CCDC25,14,65837302
CCDC24,Ccdc24,CCDC24,4,117866524
CCDC22,Ccdc22,CCDC22,X,7593809
CCDC194,Ccdc194,CCDC194,8,71520120
CCDC192,Ccdc192,CCDC192,18,57533780
CCDC191,Ccdc191,CCDC191,16,43889800
CCDC190,Ccdc190,CCDC190,1,169928648
CCDC189,Ccdc189,CCDC189,7,127582383
CCDC188,Ccdc188,CCDC188,16,18217879
CCDC187,Ccdc187,CCDC187,2,26243469
CCDC186,Ccdc186,CCDC186,19,56787481
CCDC185,Ccdc185,CCDC185,1,182747126
CCDC184,Ccdc184,CCDC184,15,98167158
CCDC182,Ccdc182,CCDC182,11,88294058
CCDC181,Ccdc181,CCDC181,1,164275585
CCDC180,Ccdc180,CCDC180,4,45890303
CCDC18,Ccdc18,CCDC18,5,108132875
CCDC178,Ccdc178,CCDC178,18,21810893
CCDC177,Ccdc177,CCDC177,12,80754043
CCDC175,Ccdc175,CCDC175,12,72101300
CCDC174,Ccdc174,CCDC174,6,91878053
CCDC173,Ccdc173,CCDC173,2,69758033
CCDC172,Ccdc172,CCDC172,19,58512002
CCDC171,Ccdc171,CCDC171,4,83525545
CCDC170,Ccdc170,CCDC170,10,4482502
CCDC17,Ccdc17,CCDC17,4,116596654
CCDC169,Ccdc169,CCDC169,3,55137339
CCDC167,Ccdc167,CCDC167,17,29687357
CCDC160,Ccdc160,CCDC160,X,52791200
CCDC159,Ccdc159,CCDC159,9,21927471
CCDC158,Ccdc158,CCDC158,5,92607954
CCDC157,Ccdc157,CCDC157,11,4141123
CCDC155,Ccdc155,CCDC155,7,45183624
CCDC154,Ccdc154,CCDC154,17,25162461
CCDC153,Ccdc153,CCDC153,9,44240676
CCDC152,Ccdc152,CCDC152,15,3280070
CCDC151,Ccdc151,CCDC151,9,21989871
CCDC150,Ccdc150,CCDC150,1,54250683
CCDC15,Ccdc15,CCDC15,9,37275835
CCDC149,Ccdc149,CCDC149,5,52374651
CCDC148,Ccdc148,CCDC148,2,58821070
CCDC146,Ccdc146,CCDC146,5,21292961
CCDC142,Ccdc142,CCDC142,6,83101601
CCDC141,Ccdc141,CCDC141,2,77009902
CCDC14,Ccdc14,CCDC14,16,34690616
CCDC138,Ccdc138,CCDC138,10,58497948
CCDC137,Ccdc137,CCDC137,11,120458115
CCDC136,Ccdc136,CCDC136,6,29396309
CCDC134,Ccdc134,CCDC134,15,82127922
CCDC130,Ccdc130,CCDC130,8,84257795
CCDC13,Ccdc13,CCDC13,9,121797627
CCDC127,Ccdc127,CCDC127,13,74350309
CCDC126,Ccdc126,CCDC126,6,49319274
CCDC125,Ccdc125,CCDC125,13,100669717
CCDC124,Ccdc124,CCDC124,8,70868227
CCDC122,Ccdc122,CCDC122,14,77036772
CCDC120,Ccdc120,CCDC120,X,7731714
CCDC12,Ccdc12,CCDC12,9,110656503
CCDC117,Ccdc117,CCDC117,11,5528887
CCDC116,Ccdc116,CCDC116,16,17139064
CCDC115,Ccdc115,CCDC115,1,34436670
CCDC114,Ccdc114,CCDC114,7,45924072
CCDC113,Ccdc113,CCDC113,8,95534085
CCDC112,Ccdc112,CCDC112,18,46282151
CCDC107,Ccdc107,CCDC107,4,43492900
CCDC106,Ccdc106,CCDC106,7,5020553
CCDC105,Ccdc105,CCDC105,10,78746926
FAM187A,Ccdc103,FAM187A,11,102881204
CCDC103,Ccdc103,CCDC103,11,102881204
CCDC102A,Ccdc102a,CCDC102A,8,94902869
CCBE1,Ccbe1,CCBE1,18,66045302
CCAR2,Ccar2,CCAR2,14,70138164
CCAR1,Ccar1,CCAR1,10,62743928
CC2D2B,Cc2d2b,CC2D2B,19,40748753
CC2D2A,Cc2d2a,CC2D2A,5,43662346
CC2D1B,Cc2d1b,CC2D1B,4,108619940
CC2D1A,Cc2d1a,CC2D1A,8,84132828
CBY3,Cby3,CBY3,11,50354462
CBY1,Cby1,CBY1,15,79659199
CBX8,Cbx8,CBX8,11,119036305
CBX7,Cbx7,CBX7,15,79915807
CBX6,Cbx6,CBX6,15,79823896
CBX5,Cbx5,CBX5,15,103191544
CBX4,Cbx4,CBX4,11,119077573
CBX2,Cbx2,CBX2,11,119022962
CBWD3,Cbwd1,CBWD3,19,24919916
CBWD6,Cbwd1,CBWD6,19,24919916
CBWD5,Cbwd1,CBWD5,19,24919916
CBS,Cbs,CBS,17,31612623
CBSL,Cbs,CBSL,17,31612623
CBR4,Cbr4,CBR4,8,61487734
CBR3,Cbr3,CBR3,16,93683215
CBR1,Cbr1,CBR1,16,93605853
CBLN4,Cbln4,CBLN4,2,172036233
CBLN3,Cbln3,CBLN3,14,55878913
CBLN2,Cbln2,CBLN2,18,86711110
CBLN1,Cbln1,CBLN1,8,87468405
CBLL1,Cbll1,CBLL1,12,31484829
CBLC,Cblc,CBLC,7,19778881
CBLB,Cblb,CBLB,16,52031225
CBL,Cbl,CBL,9,44142976
CBFB,Cbfb,CBFB,8,105170674
CBFA2T3,Cbfa2t3,CBFA2T3,8,122625141
CBFA2T2,Cbfa2t2,CBFA2T2,2,154436481
CBARP,Cbarp,CBARP,10,80130451
CAVIN4,Cavin4,CAVIN4,4,48663514
CAVIN3,Cavin3,CAVIN3,7,105480083
CAVIN2,Cavin2,CAVIN2,1,51289126
CAVIN1,Cavin1,CAVIN1,11,100956733
CAV3,Cav3,CAV3,6,112459505
CAV2,Cav2,CAV2,6,17281185
CAV1,Cav1,CAV1,6,17306335
CATSPERZ,Catsperz,CATSPERZ,19,6922426
CATSPERG,Catsperg2,CATSPERG,7,29697219
CATSPERG,Catsperg1,CATSPERG,7,29181321
CATSPERD,Catsperd,CATSPERD,17,56628143
CATSPERB,Catsperb,CATSPERB,12,101404653
CATSPER4,Catsper4,CATSPER4,4,134211970
CATSPER3,Catsper3,CATSPER3,13,55784568
CATSPER2,Catsper2,CATSPER2,2,121392631
CATSPER1,Catsper1,CATSPER1,19,5335741
CATIP,Catip,CATIP,1,74362108
CAT,Cat,CAT,2,103453849
CASTOR2,Castor2,CASTOR2,5,134099711
CASTOR1,Castor1,CASTOR1,11,4218225
CAST,Cast,CAST,13,74692368
CASS4,Cass4,CASS4,2,172393794
CASR,Casr,CASR,16,36493696
CASQ2,Casq2,CASQ2,3,102086415
CASQ1,Casq1,CASQ1,1,172209894
CASP9,Casp9,CASP9,4,141793612
CASP8AP2,Casp8ap2,CASP8AP2,4,32615451
CASP8,Casp8,CASP8,1,58795374
CASP7,Casp7,CASP7,19,56397129
CASP6,Casp6,CASP6,3,129901425
CASP3,Casp3,CASP3,8,46617291
CASP2,Casp2,CASP2,6,42264985
CASP14,Casp14,CASP14,10,78711991
CASP1,Casp1,CASP1,9,5298517
CARD17,Casp1,CARD17,9,5298517
CARD16,Casp1,CARD16,9,5298517
CASKIN2,Caskin2,CASKIN2,11,115799183
CASKIN1,Caskin1,CASKIN1,17,24488601
CASK,Cask,CASK,X,13517080
CASD1,Casd1,CASD1,6,4600839
CASC4,Casc4,CASC4,2,121866970
CASC3,Casc3,CASC3,11,98804905
CASC1,Casc1,CASC1,6,145174834
CARTPT,Cartpt,CARTPT,13,99898489
CARS2,Cars2,CARS2,8,11513977
CARS,Cars,CARS,7,143557230
CARNS1,Carns1,CARNS1,19,4164324
CARNMT1,Carnmt1,CARNMT1,19,18670780
CARMIL3,Carmil3,CARMIL3,14,55490651
CARMIL2,Carmil2,CARMIL2,8,105686274
CARMIL1,Carmil1,CARMIL1,13,24012344
CARM1,Carm1,CARM1,9,21546894
CARHSP1,Carhsp1,CARHSP1,16,8658580
CARF,Carf,CARF,1,60098247
CARD9,Card9,CARD9,2,26352176
CARD6,Card6,CARD6,15,5095981
CARD19,Card19,CARD19,13,49202950
CARD14,Card14,CARD14,11,119307768
CARD11,Card11,CARD11,5,140872990
CARD10,Card10,CARD10,15,78775138
CA9,Car9,CA9,4,43506966
CA8,Car8,CA8,4,8143362
CA7,Car7,CA7,8,104534689
CA6,Car6,CA6,4,150187015
CA5B,Car5b,CA5B,X,163976822
CA5A,Car5a,CA5A,8,121916126
CA4,Car4,CA4,11,84957786
CA3,Car3,CA3,3,14863512
CA2,Car2,CA2,3,14886273
CA14,Car14,CA14,3,95897768
CA13,Car13,CA13,3,14641727
CA12,Car12,CA12,9,66713686
CA11,Car11,CA11,7,45699843
CA10,Car10,CA10,11,93098028
CA1,Car1,CA1,3,14766216
CAPZB,Capzb,CAPZB,4,139192899
CAPZA3,Capza3,CAPZA3,6,140041252
CAPZA2,Capza2,CAPZA2,6,17636234
CAPZA1,Capza1,CAPZA1,3,104822779
CAPSL,Capsl,CAPSL,15,9436028
CAPS2,Caps2,CAPS2,10,112163621
CAPRIN2,Caprin2,CAPRIN2,6,148842492
CAPRIN1,Caprin1,CAPRIN1,2,103762941
CAPNS2,Capns2,CAPNS2,8,92901407
CAPNS1,Capns1,CAPNS1,7,30186936
CAPN9,Capn9,CAPN9,8,124576111
CAPN8,Capn8,CAPN8,1,182565007
CAPN7,Capn7,CAPN7,14,31336638
CAPN6,Capn6,CAPN6,X,143802231
CAPN5,Capn5,CAPN5,7,98121559
CAPN3,Capn3,CAPN3,2,120456019
CAPN2,Capn2,CAPN2,1,182467260
CAPN15,Capn15,CAPN15,17,25958364
CAPN13,Capn13,CAPN13,17,73306464
CAPN12,Capn12,CAPN12,7,28881422
CAPN11,Capn11,CAPN11,17,45630204
CAPN10,Capn10,CAPN10,1,92934376
CAPN1,Capn1,CAPN1,19,5988546
CAPG,Capg,CAPG,6,72544391
CAP2,Cap2,CAP2,13,46501848
CAP1,Cap1,CAP1,4,122859047
CANX,Canx,CANX,11,50293961
CANT1,Cant1,CANT1,11,118406289
CAND2,Cand2,CAND2,6,115774538
CAND1,Cand1,CAND1,10,119199255
CAMTA2,Camta2,CAMTA2,11,70669463
CAMTA1,Camta1,CAMTA1,4,150917322
CAMSAP3,Camsap3,CAMSAP3,8,3587293
CAMSAP2,Camsap2,CAMSAP2,1,136268123
CAMSAP1,Camsap1,CAMSAP1,2,25926838
